Listing ID,Listing Title,Nightly Price,Listing URL
27130383,"The Bucktown House - Suite #4 - Heart of Wicker/Bucktown, 10 minutes to downtown",$249,https://www.vrbo.com/908974?chkin=2024-03-01&chkout=2024-03-05&d1=2024-03-01&d2=2024-03-05&startDate=2024-03-01&endDate=2024-03-05&x_pwa=1&rfrr=HSR&pwa_ts=1707209929807&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=553248622905536905&latLong=41.8804017%2C-87.63020379999999&privacyTrackingState=CAN_TRACK&searchId=d1342ebe-2e4c-4c8d-8838-a3967204a6f2&sort=RECOMMENDED&top_dp=249&top_cur=USD&userIntent=&selectedRoomType=27130383&selectedRatePlan=0004552d720f12814f499d62d0e3b37fc157&expediaPropertyId=27130383
91351826,Stylish Spacious ~ 3min Walk to Wrigley Field ~ Free Parking,$296,https://www.vrbo.com/3258046?chkin=2024-03-01&chkout=2024-03-05&d1=2024-03-01&d2=2024-03-05&startDate=2024-03-01&endDate=2024-03-05&x_pwa=1&rfrr=HSR&pwa_ts=1707209929807&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=178166&latLong=41.8804017%2C-87.63020379999999&privacyTrackingState=CAN_TRACK&searchId=d1342ebe-2e4c-4c8d-8838-a3967204a6f2&sort=RECOMMENDED&top_dp=296&top_cur=USD&userIntent=&selectedRoomType=91351826&selectedRatePlan=0004323fcb8ae2654e1b891cb488b4c91716&expediaPropertyId=91351826
88787039,Cloud9|Corner apt w/SkyLounge+BBQ+Gym|The Chevelle,$322,https://www.vrbo.com/3093064?chkin=2024-03-01&chkout=2024-03-05&d1=2024-03-01&d2=2024-03-05&startDate=2024-03-01&endDate=2024-03-05&x_pwa=1&rfrr=HSR&pwa_ts=1707209929809&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=6350699&latLong=41.8804017%2C-87.63020379999999&privacyTrackingState=CAN_TRACK&searchId=d1342ebe-2e4c-4c8d-8838-a3967204a6f2&sort=RECOMMENDED&top_dp=322&top_cur=USD&userIntent=&selectedRoomType=88787039&selectedRatePlan=00047c60823a281c42109b4c8117c43671aa&expediaPropertyId=88787039
34007027,MODERN-SLEEK-BRIGHT Avondale Apartment...Ideal Northside Location,$180,https://www.vrbo.com/4565052ha?chkin=2024-03-01&chkout=2024-03-05&d1=2024-03-01&d2=2024-03-05&startDate=2024-03-01&endDate=2024-03-05&x_pwa=1&rfrr=HSR&pwa_ts=1707209929811&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=6132419&latLong=41.8804017%2C-87.63020379999999&privacyTrackingState=CAN_TRACK&searchId=d1342ebe-2e4c-4c8d-8838-a3967204a6f2&sort=RECOMMENDED&top_dp=180&top_cur=USD&userIntent=&selectedRoomType=34007027&selectedRatePlan=00004eb48b3923764795bd63515e43c3da64&expediaPropertyId=34007027
88902324,WALK TO THE UNITED CENTER! No Easier Way to See Your Bulls and Blackhawks in Action! by RedAwning,$153,https://www.vrbo.com/9751686ha?chkin=2024-03-01&chkout=2024-03-05&d1=2024-03-01&d2=2024-03-05&startDate=2024-03-01&endDate=2024-03-05&x_pwa=1&rfrr=HSR&pwa_ts=1707209929812&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=6132434&latLong=41.8804017%2C-87.63020379999999&privacyTrackingState=CAN_TRACK&searchId=d1342ebe-2e4c-4c8d-8838-a3967204a6f2&sort=RECOMMENDED&top_dp=153&top_cur=USD&userIntent=&selectedRoomType=88902324&selectedRatePlan=0000e093355663794a3992f7cce8cc21a804&expediaPropertyId=88902324
66147518,2/2 Apt in the City | Downtown Chicago,$136,https://www.vrbo.com/2249103?chkin=2024-03-01&chkout=2024-03-05&d1=2024-03-01&d2=2024-03-05&startDate=2024-03-01&endDate=2024-03-05&x_pwa=1&rfrr=HSR&pwa_ts=1707209929811&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=6350699&latLong=41.8804017%2C-87.63020379999999&privacyTrackingState=CAN_TRACK&searchId=d1342ebe-2e4c-4c8d-8838-a3967204a6f2&sort=RECOMMENDED&top_dp=136&top_cur=USD&userIntent=&selectedRoomType=66147518&selectedRatePlan=0004a6f3337c7817400db850213257e8a44b&expediaPropertyId=66147518
59769392,Kasa | Family Friendly Near Magnificent Mile | Chicago,$274,https://www.vrbo.com/2102260?chkin=2024-03-01&chkout=2024-03-05&d1=2024-03-01&d2=2024-03-05&startDate=2024-03-01&endDate=2024-03-05&x_pwa=1&rfrr=HSR&pwa_ts=1707209929812&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=6350699&latLong=41.8804017%2C-87.63020379999999&privacyTrackingState=CAN_TRACK&searchId=d1342ebe-2e4c-4c8d-8838-a3967204a6f2&sort=RECOMMENDED&top_dp=274&top_cur=USD&userIntent=&selectedRoomType=59769392&selectedRatePlan=0004d14282509e214ff08a35059b9fb1966c&expediaPropertyId=59769392
38262711,"The Bucktown House - Heart of Bucktown/Wicker Park, 10 Min Uber to Downtown",$299,https://www.vrbo.com/912859?chkin=2024-03-01&chkout=2024-03-05&d1=2024-03-01&d2=2024-03-05&startDate=2024-03-01&endDate=2024-03-05&x_pwa=1&rfrr=HSR&pwa_ts=1707209929812&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=553248622905536905&latLong=41.8804017%2C-87.63020379999999&privacyTrackingState=CAN_TRACK&searchId=d1342ebe-2e4c-4c8d-8838-a3967204a6f2&sort=RECOMMENDED&top_dp=299&top_cur=USD&userIntent=&selectedRoomType=38262711&selectedRatePlan=0004c987b85ead514a25b75202a05254041d&expediaPropertyId=38262711
93178069,cozy home in Bridgeport Chicago.  walking to park and river front,$150,https://www.vrbo.com/3374778?chkin=2024-03-01&chkout=2024-03-05&d1=2024-03-01&d2=2024-03-05&startDate=2024-03-01&endDate=2024-03-05&x_pwa=1&rfrr=HSR&pwa_ts=1707209929815&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=6132075&latLong=41.8804017%2C-87.63020379999999&privacyTrackingState=CAN_TRACK&searchId=d1342ebe-2e4c-4c8d-8838-a3967204a6f2&sort=RECOMMENDED&top_dp=150&top_cur=USD&userIntent=&selectedRoomType=93178069&selectedRatePlan=000478b9fdd2c5464e21a693bb14abea7603&expediaPropertyId=93178069
96834128,Legendary RIVER NORTH full apartment the HEART of CHICAGO ,$200,https://www.vrbo.com/3568018?chkin=2024-03-01&chkout=2024-03-05&d1=2024-03-01&d2=2024-03-05&startDate=2024-03-01&endDate=2024-03-05&x_pwa=1&rfrr=HSR&pwa_ts=1707209929816&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=6350699&latLong=41.8804017%2C-87.63020379999999&privacyTrackingState=CAN_TRACK&searchId=d1342ebe-2e4c-4c8d-8838-a3967204a6f2&sort=RECOMMENDED&top_dp=200&top_cur=USD&userIntent=&selectedRoomType=96834128&selectedRatePlan=0004471b6759acfb446f991bd535c449c18a&expediaPropertyId=96834128
93225421,Western Logan Square 1 bedroom by Healy Station,$89,https://www.vrbo.com/3377526?chkin=2024-03-01&chkout=2024-03-05&d1=2024-03-01&d2=2024-03-05&startDate=2024-03-01&endDate=2024-03-05&x_pwa=1&rfrr=HSR&pwa_ts=1707209929817&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=6132429&latLong=41.8804017%2C-87.63020379999999&privacyTrackingState=CAN_TRACK&searchId=d1342ebe-2e4c-4c8d-8838-a3967204a6f2&sort=RECOMMENDED&top_dp=89&top_cur=USD&userIntent=&selectedRoomType=93225421&selectedRatePlan=0004815be8ed673c4faf90620655da003c37&expediaPropertyId=93225421
88902446,"Have It all! Convenient Yet Calm, Low Key and Lively by RedAwning",$124,https://www.vrbo.com/9751734ha?chkin=2024-03-01&chkout=2024-03-05&d1=2024-03-01&d2=2024-03-05&startDate=2024-03-01&endDate=2024-03-05&x_pwa=1&rfrr=HSR&pwa_ts=1707209929819&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=6132439&latLong=41.8804017%2C-87.63020379999999&privacyTrackingState=CAN_TRACK&searchId=d1342ebe-2e4c-4c8d-8838-a3967204a6f2&sort=RECOMMENDED&top_dp=124&top_cur=USD&userIntent=&selectedRoomType=88902446&selectedRatePlan=0000cbffe1c4919e4e23af71790afc6d3a6f&expediaPropertyId=88902446
91701940,Steps from the “L” train to Wrigley & Downtown,$325,https://www.vrbo.com/3280398?chkin=2024-03-01&chkout=2024-03-05&d1=2024-03-01&d2=2024-03-05&startDate=2024-03-01&endDate=2024-03-05&x_pwa=1&rfrr=HSR&pwa_ts=1707209929818&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=6132435&latLong=41.8804017%2C-87.63020379999999&privacyTrackingState=CAN_TRACK&searchId=d1342ebe-2e4c-4c8d-8838-a3967204a6f2&sort=RECOMMENDED&top_dp=325&top_cur=USD&userIntent=&selectedRoomType=91701940&selectedRatePlan=00049c02ad2b118f496892a9e99137f9b52e&expediaPropertyId=91701940
89664783,Amazing location 2 bed/2 bath home,$150,https://www.vrbo.com/3137980?chkin=2024-03-01&chkout=2024-03-05&d1=2024-03-01&d2=2024-03-05&startDate=2024-03-01&endDate=2024-03-05&x_pwa=1&rfrr=HSR&pwa_ts=1707209929819&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=6132439&latLong=41.8804017%2C-87.63020379999999&privacyTrackingState=CAN_TRACK&searchId=d1342ebe-2e4c-4c8d-8838-a3967204a6f2&sort=RECOMMENDED&top_dp=150&top_cur=USD&userIntent=&selectedRoomType=89664783&selectedRatePlan=00044f03a9b51a9844c1bc4edc16d4b32604&expediaPropertyId=89664783
92715868,Downtown Chicago Escape! Close to 360 Chicago and Midway Int’l Airport!,$169,https://www.vrbo.com/3343615?chkin=2024-03-01&chkout=2024-03-05&d1=2024-03-01&d2=2024-03-05&startDate=2024-03-01&endDate=2024-03-05&x_pwa=1&rfrr=HSR&pwa_ts=1707209929820&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=6350699&latLong=41.8804017%2C-87.63020379999999&privacyTrackingState=CAN_TRACK&searchId=d1342ebe-2e4c-4c8d-8838-a3967204a6f2&sort=RECOMMENDED&top_dp=169&top_cur=USD&userIntent=&selectedRoomType=92715868&selectedRatePlan=0004a3817e03ea9f421795d7e61d7bbb27e6&expediaPropertyId=92715868
83455869,Clean & Cozy entire 2 bedroom unit 7 miles from downtown,$135,https://www.vrbo.com/2934926?chkin=2024-03-01&chkout=2024-03-05&d1=2024-03-01&d2=2024-03-05&startDate=2024-03-01&endDate=2024-03-05&x_pwa=1&rfrr=HSR&pwa_ts=1707209929821&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=6132238&latLong=41.8804017%2C-87.63020379999999&privacyTrackingState=CAN_TRACK&searchId=d1342ebe-2e4c-4c8d-8838-a3967204a6f2&sort=RECOMMENDED&top_dp=135&top_cur=USD&userIntent=&selectedRoomType=83455869&selectedRatePlan=00044336bab5f9e5497faf6f116298db02df&expediaPropertyId=83455869
33567264,"Downtown Urban Oasis!   Near Transit, Sites, Nightlife -- Huge Deck + Parking!",$185,https://www.vrbo.com/3685036ha?chkin=2024-03-01&chkout=2024-03-05&d1=2024-03-01&d2=2024-03-05&startDate=2024-03-01&endDate=2024-03-05&x_pwa=1&rfrr=HSR&pwa_ts=1707209929821&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=6132439&latLong=41.8804017%2C-87.63020379999999&privacyTrackingState=CAN_TRACK&searchId=d1342ebe-2e4c-4c8d-8838-a3967204a6f2&sort=RECOMMENDED&top_dp=185&top_cur=USD&userIntent=&selectedRoomType=33567264&selectedRatePlan=0000ba6e2126186146fdb4c66f41a79c35b3&expediaPropertyId=33567264
92715294,McCormick Place Stylish corner unit with optional parking/sleeps 6,$162,https://www.vrbo.com/3343517?chkin=2024-03-01&chkout=2024-03-05&d1=2024-03-01&d2=2024-03-05&startDate=2024-03-01&endDate=2024-03-05&x_pwa=1&rfrr=HSR&pwa_ts=1707209929825&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=6130108&latLong=41.8804017%2C-87.63020379999999&privacyTrackingState=CAN_TRACK&searchId=d1342ebe-2e4c-4c8d-8838-a3967204a6f2&sort=RECOMMENDED&top_dp=162&top_cur=USD&userIntent=&selectedRoomType=92715294&selectedRatePlan=000427e808a37d7046b5925a08b5e3400e8a&expediaPropertyId=92715294
88863008,Stunning / Spacious 6BD Home + garage - Bucktown!,$423,https://www.vrbo.com/3095765?chkin=2024-03-01&chkout=2024-03-05&d1=2024-03-01&d2=2024-03-05&startDate=2024-03-01&endDate=2024-03-05&x_pwa=1&rfrr=HSR&pwa_ts=1707209929826&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=553248622905536905&latLong=41.8804017%2C-87.63020379999999&privacyTrackingState=CAN_TRACK&searchId=d1342ebe-2e4c-4c8d-8838-a3967204a6f2&sort=RECOMMENDED&top_dp=423&top_cur=USD&userIntent=&selectedRoomType=88863008&selectedRatePlan=0004ed51e3d239e44c8cae272029cda6fa2e&expediaPropertyId=88863008
88956504,Urban Fab!,$244,https://www.vrbo.com/3101277?chkin=2024-03-01&chkout=2024-03-05&d1=2024-03-01&d2=2024-03-05&startDate=2024-03-01&endDate=2024-03-05&x_pwa=1&rfrr=HSR&pwa_ts=1707209929826&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=6132439&latLong=41.8804017%2C-87.63020379999999&privacyTrackingState=CAN_TRACK&searchId=d1342ebe-2e4c-4c8d-8838-a3967204a6f2&sort=RECOMMENDED&top_dp=244&top_cur=USD&userIntent=&selectedRoomType=88956504&selectedRatePlan=00042d9d8e418b914514925e79f31d0470ea&expediaPropertyId=88956504
88902246,Cabin 104 by 747 Lofts,$84,https://www.vrbo.com/9751653ha?chkin=2024-03-01&chkout=2024-03-05&d1=2024-03-01&d2=2024-03-05&startDate=2024-03-01&endDate=2024-03-05&x_pwa=1&rfrr=HSR&pwa_ts=1707209929826&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=6132439&latLong=41.8804017%2C-87.63020379999999&privacyTrackingState=CAN_TRACK&searchId=d1342ebe-2e4c-4c8d-8838-a3967204a6f2&sort=RECOMMENDED&top_dp=84&top_cur=USD&userIntent=&selectedRoomType=88902246&selectedRatePlan=0000a3e7f520b2b042deb4d630213282a6ca&expediaPropertyId=88902246
83588935,Luxéry Stay South Loop - McCormick/WinTrust Area,$366,https://www.vrbo.com/2946586?chkin=2024-03-01&chkout=2024-03-05&d1=2024-03-01&d2=2024-03-05&startDate=2024-03-01&endDate=2024-03-05&x_pwa=1&rfrr=HSR&pwa_ts=1707209929829&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=6130108&latLong=41.8804017%2C-87.63020379999999&privacyTrackingState=CAN_TRACK&searchId=d1342ebe-2e4c-4c8d-8838-a3967204a6f2&sort=RECOMMENDED&top_dp=366&top_cur=USD&userIntent=&selectedRoomType=83588935&selectedRatePlan=000417ad0904ce544c02897d5eca5176b83f&expediaPropertyId=83588935
93116661,Chic and Cozy 1 Bed Suite,$145,https://www.vrbo.com/3369995?chkin=2024-03-01&chkout=2024-03-05&d1=2024-03-01&d2=2024-03-05&startDate=2024-03-01&endDate=2024-03-05&x_pwa=1&rfrr=HSR&pwa_ts=1707209929830&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=171466&latLong=41.8804017%2C-87.63020379999999&privacyTrackingState=CAN_TRACK&searchId=d1342ebe-2e4c-4c8d-8838-a3967204a6f2&sort=RECOMMENDED&top_dp=145&top_cur=USD&userIntent=&selectedRoomType=93116661&selectedRatePlan=00045d6856e04cb64b5e812eb09e4d1f21e2&expediaPropertyId=93116661
91306159,Pet Friendly Southport Corridor Condo - Amazing Shopping at Your Doorstep! by RedAwning,$178,https://www.vrbo.com/9790646ha?chkin=2024-03-01&chkout=2024-03-05&d1=2024-03-01&d2=2024-03-05&startDate=2024-03-01&endDate=2024-03-05&x_pwa=1&rfrr=HSR&pwa_ts=1707209929830&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=178166&latLong=41.8804017%2C-87.63020379999999&privacyTrackingState=CAN_TRACK&searchId=d1342ebe-2e4c-4c8d-8838-a3967204a6f2&sort=RECOMMENDED&top_dp=178&top_cur=USD&userIntent=&selectedRoomType=91306159&selectedRatePlan=0000f591c437ad7949e996bcf76c2556b44c&expediaPropertyId=91306159
39039314,Spectacular Corner 3BR Loft In Fulton Market | Featured In Architectural Digest,$422,https://www.vrbo.com/7954629ha?chkin=2024-03-01&chkout=2024-03-05&d1=2024-03-01&d2=2024-03-05&startDate=2024-03-01&endDate=2024-03-05&x_pwa=1&rfrr=HSR&pwa_ts=1707209929787&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&destination=73+W+Monroe+St%2C+Chicago%2C+IL+60603%2C+USA&destType=ADDRESS&neighborhoodId=6350699&latLong=41.8804017%2C-87.63020379999999&privacyTrackingState=CAN_TRACK&searchId=d1342ebe-2e4c-4c8d-8838-a3967204a6f2&sort=RECOMMENDED&top_dp=422&top_cur=USD&userIntent=&selectedRoomType=39039314&selectedRatePlan=000020605b3b1ac0418fb92efe13453fff4f&expediaPropertyId=39039314
